Cost_Ownership_Line_ID,Project_ID,Activity_ID,Funded_Cost_WP_ID,Component_BAC_USD,Baseline_Start,Baseline_Finish,Synthetic_Start,Synthetic_Finish_or_Gate,Recognition_Rule,Scenario_Status,Status_Date,Measured_Completion_Pct,Cumulative_EV_USD,Cumulative_AC_USD,Scenario_Assumption,Actual_Record_Provenance
CL0170,P06,P06-A26,P06-WP062,62100.00,2026-12-04,2026-12-24,2026-12-04,2027-01-05,FINAL_GATE,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; AMI pilot staging experiencing integration delay and material premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0171,P07,P07-A1,P07-WP011,61500.00,2025-10-01,2025-10-21,2025-09-26,2025-10-16,WORKDAY_SPREAD,ACTIVE,2026-03-31,100,61500.00,59040.00,SYNTHETIC_SCENARIO_V1; PRV procurement and installation advancing with favorable productivity.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0172,P07,P07-A2,P07-WP012,61500.00,2025-10-22,2025-11-04,2025-10-17,2025-10-30,WORKDAY_SPREAD,ACTIVE,2026-03-31,100,61500.00,60885.00,SYNTHETIC_SCENARIO_V1; PRV procurement and installation advancing with favorable productivity.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0173,P07,P07-A3,P07-WP021,129150.00,2025-11-05,2025-12-02,2025-10-31,2025-11-27,WORKDAY_SPREAD,ACTIVE,2026-03-31,100,129150.00,127858.50,SYNTHETIC_SCENARIO_V1; PRV procurement and installation advancing with favorable productivity.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0174,P07,P07-A4,P07-WP022,119925.00,2025-12-10,2026-01-06,2025-12-05,2026-01-01,WORKDAY_SPREAD,ACTIVE,2026-03-31,100,119925.00,115128.00,SYNTHETIC_SCENARIO_V1; PRV procurement and installation advancing with favorable productivity.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0175,P07,P07-A4b,P07-WP022,119925.00,2026-01-07,2026-01-27,2025-12-31,2026-01-20,WORKDAY_SPREAD,ACTIVE,2026-03-31,100,119925.00,115128.00,SYNTHETIC_SCENARIO_V1; PRV procurement and installation advancing with favorable productivity.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0176,P07,P07-A5,P07-WP031,47834.00,2025-12-24,2026-01-13,2025-12-19,2026-01-08,WORKDAY_SPREAD,ACTIVE,2026-03-31,100,47834.00,45920.64,SYNTHETIC_SCENARIO_V1; PRV procurement and installation advancing with favorable productivity.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0177,P07,P07-A5b,P07-WP031,47833.00,2026-01-14,2026-01-27,2026-01-07,2026-01-20,WORKDAY_SPREAD,ACTIVE,2026-03-31,100,47833.00,47354.67,SYNTHETIC_SCENARIO_V1; PRV procurement and installation advancing with favorable productivity.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0178,P07,P07-A8,P07-WP031,47833.00,2026-02-25,2026-03-17,2026-02-20,2026-03-12,PROCUREMENT_20_30_30_20,ACTIVE,2026-03-31,100,47833.00,46876.34,SYNTHETIC_SCENARIO_V1; PRV procurement and installation advancing with favorable productivity.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0179,P07,P07-A5c,P07-WP032,133250.00,2026-01-28,2026-02-10,2026-01-23,2026-02-05,WORKDAY_SPREAD,ACTIVE,2026-03-31,100,133250.00,127920.00,SYNTHETIC_SCENARIO_V1; PRV procurement and installation advancing with favorable productivity.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0180,P07,P07-A6,P07-WP032,133250.00,2026-02-25,2026-03-10,2026-02-20,2026-03-05,WORKDAY_SPREAD,ACTIVE,2026-03-31,100,133250.00,125255.00,SYNTHETIC_SCENARIO_V1; PRV procurement and installation advancing with favorable productivity.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0181,P07,P07-A7,P07-WP041,446080.00,2026-02-25,2026-03-10,2026-02-20,2026-03-05,WORKDAY_SPREAD,ACTIVE,2026-03-31,100,446080.00,428236.80,SYNTHETIC_SCENARIO_V1; PRV procurement and installation advancing with favorable productivity.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0182,P07,P07-A10,P07-WP041,446080.00,2026-03-11,2026-03-31,2026-03-06,2026-03-26,WORKDAY_FALLBACK,ACTIVE,2026-03-31,100,446080.00,428236.80,SYNTHETIC_SCENARIO_V1; PRV procurement and installation advancing with favorable productivity.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0183,P07,P07-A16,P07-WP041,892160.00,2026-07-22,2026-08-04,2026-07-22,2026-07-28,FINAL_GATE,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; PRV procurement and installation advancing with favorable productivity.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0184,P07,P07-A11,P07-WP042,585480.00,2026-04-29,2026-05-19,2026-04-29,2026-05-18,WORKDAY_FALLBACK,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; PRV procurement and installation advancing with favorable productivity.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0185,P07,P07-A9,P07-WP043,83640.00,2026-03-18,2026-04-28,2026-03-11,2026-04-21,PROCUREMENT_20_30_30_20,ACTIVE,2026-03-31,50,41820.00,41820.00,SYNTHETIC_SCENARIO_V1; PRV procurement and installation advancing with favorable productivity.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0186,P07,P07-A12,P07-WP043,250920.00,2026-05-20,2026-06-02,2026-05-20,2026-05-28,WORKDAY_FALLBACK,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; PRV procurement and installation advancing with favorable productivity.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0187,P07,P07-A13,P07-WP043,83640.00,2026-06-03,2026-06-16,2026-06-03,2026-06-11,WORKDAY_SPREAD,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; PRV procurement and installation advancing with favorable productivity.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0188,P07,P07-A14,P07-WP051,191333.00,2026-06-17,2026-06-30,2026-06-17,2026-06-25,FINAL_GATE,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; PRV procurement and installation advancing with favorable productivity.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0189,P07,P07-A15,P07-WP051,95667.00,2026-07-01,2026-07-21,2026-07-01,2026-07-16,WORKDAY_SPREAD,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; PRV procurement and installation advancing with favorable productivity.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0190,P07,P07-A17,P07-WP061,79950.00,2026-08-05,2026-08-18,2026-08-05,2026-08-13,FINAL_GATE,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; PRV procurement and installation advancing with favorable productivity.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0191,P07,P07-A18,P07-WP062,43050.00,2026-08-12,2026-09-01,2026-08-12,2026-08-27,FINAL_GATE,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; PRV procurement and installation advancing with favorable productivity.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0192,P08,P08-A1,P08-WP011,62100.00,2025-12-01,2025-12-19,2025-12-15,2026-01-02,WORKDAY_SPREAD,ACTIVE,2026-03-31,100,62100.00,67689.00,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0193,P08,P08-A2,P08-WP012,75900.00,2025-12-22,2026-01-02,2026-01-07,2026-01-20,WORKDAY_SPREAD,ACTIVE,2026-03-31,100,75900.00,82731.00,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0194,P08,P08-A3,P08-WP021,128800.00,2026-01-05,2026-01-30,2026-01-19,2026-02-13,WORKDAY_SPREAD,ACTIVE,2026-03-31,100,128800.00,140392.00,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0195,P08,P08-A4,P08-WP022,119600.00,2026-02-09,2026-03-06,2026-02-23,2026-03-20,WORKDAY_SPREAD,ACTIVE,2026-03-31,100,119600.00,130364.00,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0196,P08,P08-A4b,P08-WP022,119600.00,2026-03-09,2026-03-27,2026-03-23,2026-04-10,WORKDAY_SPREAD,ACTIVE,2026-03-31,46,55016.00,58867.12,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0197,P08,P08-A5,P08-WP031,58880.00,2026-02-23,2026-03-13,2026-03-09,2026-03-27,WORKDAY_SPREAD,ACTIVE,2026-03-31,100,58880.00,65945.60,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0198,P08,P08-A5b,P08-WP031,58880.00,2026-03-16,2026-03-27,2026-03-30,2026-04-10,WORKDAY_SPREAD,ACTIVE,2026-03-31,20,11776.00,12835.84,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0199,P08,P08-A8,P08-WP031,58880.00,2026-04-27,2026-05-15,2026-04-27,2026-06-02,PROCUREMENT_20_30_30_20,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0200,P08,P08-A5c,P08-WP032,187680.00,2026-03-30,2026-04-10,2026-04-13,2026-04-24,WORKDAY_SPREAD,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0201,P08,P08-A6,P08-WP032,187680.00,2026-04-27,2026-05-08,2026-04-27,2026-05-22,WORKDAY_SPREAD,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0202,P08,P08-A7,P08-WP041,102290.00,2026-01-19,2026-02-06,2026-02-02,2026-02-20,WORKDAY_SPREAD,ACTIVE,2026-03-31,100,102290.00,111496.10,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0203,P08,P08-A13,P08-WP041,102290.00,2026-04-27,2026-05-15,2026-04-27,2026-05-29,WORKDAY_SPREAD,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0204,P08,P08-A14,P08-WP041,102289.00,2026-04-27,2026-05-08,2026-04-27,2026-05-22,WORKDAY_SPREAD,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0205,P08,P08-A9,P08-WP041,409158.00,2026-05-18,2026-08-28,2026-05-18,2026-09-11,PROCUREMENT_20_30_30_20,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0206,P08,P08-A9fat,P08-WP041,102289.00,2026-08-31,2026-09-11,2026-08-31,2026-09-25,WORKDAY_SPREAD,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0207,P08,P08-A11,P08-WP041,409158.00,2026-09-14,2026-09-25,2026-09-14,2026-10-09,PROCUREMENT_20_30_30_20,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0208,P08,P08-A15,P08-WP041,409158.00,2026-09-28,2026-10-09,2026-09-28,2026-10-23,WORKDAY_FALLBACK,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0209,P08,P08-A17,P08-WP041,102289.00,2026-10-12,2026-10-23,2026-10-12,2026-11-06,WORKDAY_SPREAD,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0210,P08,P08-A21,P08-WP041,204579.00,2026-11-30,2026-12-11,2026-11-30,2026-12-25,FINAL_GATE,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0211,P08,P08-A10,P08-WP042,289034.00,2026-05-18,2026-08-07,2026-05-18,2026-08-21,PROCUREMENT_20_30_30_20,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0212,P08,P08-A10fat,P08-WP042,72258.00,2026-08-10,2026-08-19,2026-08-10,2026-09-02,WORKDAY_SPREAD,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0213,P08,P08-A12,P08-WP042,289033.00,2026-08-20,2026-08-31,2026-08-20,2026-09-14,PROCUREMENT_20_30_30_20,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0214,P08,P08-A16,P08-WP042,216775.00,2026-09-01,2026-09-21,2026-09-01,2026-10-05,WORKDAY_FALLBACK,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0215,P08,P08-A18,P08-WP051,138000.00,2026-10-26,2026-11-06,2026-10-26,2026-11-20,FINAL_GATE,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0216,P08,P08-A19,P08-WP051,138000.00,2026-11-09,2026-11-20,2026-11-09,2026-12-04,FINAL_GATE,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0217,P08,P08-A20,P08-WP051,138000.00,2026-11-23,2026-11-27,2026-11-23,2026-12-11,FINAL_GATE,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0218,P08,P08-A22,P08-WP061,89700.00,2026-12-14,2026-12-25,2026-12-14,2027-01-08,FINAL_GATE,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0219,P08,P08-A23,P08-WP062,48300.00,2026-12-21,2027-01-08,2026-12-21,2027-01-22,FINAL_GATE,ACTIVE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Generator manufacturing/installation has vendor delay and procurement premium.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0220,P09,P09-A1,P09-WP011,117000.00,2026-02-02,2026-02-20,2026-02-06,2026-02-26,WORKDAY_SPREAD,EARLY,2026-03-31,100,117000.00,120510.00,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0221,P09,P09-A2,P09-WP012,117000.00,2026-02-23,2026-03-06,2026-02-25,2026-03-10,WORKDAY_FALLBACK,EARLY,2026-03-31,100,117000.00,120510.00,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0222,P09,P09-A3a,P09-WP021,124800.00,2026-03-09,2026-04-03,2026-03-13,2026-04-09,WORKDAY_SPREAD,EARLY,2026-03-31,65,81120.00,83553.60,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0223,P09,P09-A3,P09-WP021,124800.00,2026-04-06,2026-05-01,2026-04-06,2026-05-07,WORKDAY_SPREAD,EARLY,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0224,P09,P09-A4,P09-WP022,74880.00,2026-05-11,2026-06-05,2026-05-11,2026-06-11,WORKDAY_SPREAD,EARLY,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0225,P09,P09-A4b,P09-WP022,74880.00,2026-06-08,2026-07-17,2026-06-08,2026-07-21,WORKDAY_SPREAD,EARLY,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0226,P09,P09-A4c,P09-WP022,74880.00,2026-06-08,2026-07-31,2026-06-08,2026-08-06,WORKDAY_SPREAD,EARLY,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0227,P09,P09-A19,P09-WP022,149760.00,2026-12-24,2026-12-30,2026-12-24,2027-01-05,FINAL_GATE,EARLY,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0228,P09,P09-A5,P09-WP031,72800.00,2026-05-25,2026-06-12,2026-05-25,2026-06-18,WORKDAY_SPREAD,EARLY,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0229,P09,P09-A5b,P09-WP031,72800.00,2026-06-15,2026-07-03,2026-06-15,2026-07-13,WORKDAY_SPREAD,EARLY,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0230,P09,P09-A10,P09-WP031,72800.00,2026-08-03,2026-08-21,2026-08-03,2026-08-27,PROCUREMENT_20_30_30_20,EARLY,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0231,P09,P09-A5c,P09-WP032,202800.00,2026-07-06,2026-07-17,2026-07-06,2026-07-23,WORKDAY_SPREAD,EARLY,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0232,P09,P09-A6,P09-WP032,202800.00,2026-08-03,2026-08-28,2026-08-03,2026-09-01,WORKDAY_SPREAD,EARLY,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0233,P09,P09-A7,P09-WP041,304869.00,2026-08-03,2026-08-21,2026-08-03,2026-08-27,WORKDAY_SPREAD,EARLY,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0234,P09,P09-A8,P09-WP041,304869.00,2026-08-03,2026-08-21,2026-08-03,2026-08-27,WORKDAY_SPREAD,EARLY,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0235,P09,P09-A9,P09-WP041,304869.00,2026-08-24,2026-09-04,2026-08-24,2026-09-08,WORKDAY_FALLBACK,EARLY,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0236,P09,P09-A13,P09-WP041,304869.00,2026-08-31,2026-09-11,2026-08-31,2026-09-17,WORKDAY_FALLBACK,EARLY,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0237,P09,P09-A14,P09-WP041,304869.00,2026-09-14,2026-10-09,2026-09-14,2026-10-15,WORKDAY_SPREAD,EARLY,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0238,P09,P09-A12,P09-WP041,1219474.00,2026-10-26,2026-11-04,2026-10-26,2026-11-10,PROCUREMENT_20_30_30_20,EARLY,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0239,P09,P09-A15,P09-WP041,304868.00,2026-11-05,2026-11-25,2026-11-05,2026-12-01,WORKDAY_SPREAD,EARLY,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0240,P09,P09-A16,P09-WP041,304868.00,2026-11-26,2026-12-09,2026-11-26,2026-12-15,WORKDAY_SPREAD,EARLY,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0241,P09,P09-A17,P09-WP041,304868.00,2026-11-26,2026-12-09,2026-11-26,2026-12-15,WORKDAY_SPREAD,EARLY,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0242,P09,P09-A21,P09-WP041,609737.00,2027-01-21,2027-02-03,2027-01-21,2027-02-09,FINAL_GATE,EARLY,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0243,P09,P09-A11,P09-WP042,898560.00,2026-08-24,2026-10-23,2026-08-24,2026-10-29,PROCUREMENT_20_30_30_20,EARLY,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0244,P09,P09-A20,P09-WP043,449280.00,2026-12-31,2027-01-20,2026-12-31,2027-01-26,WORKDAY_FALLBACK,EARLY,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0245,P09,P09-A18,P09-WP051,468000.00,2026-12-17,2026-12-23,2026-12-17,2026-12-29,FINAL_GATE,EARLY,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0246,P09,P09-A22,P09-WP061,152100.00,2027-02-04,2027-02-17,2027-02-04,2027-02-19,FINAL_GATE,EARLY,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0247,P09,P09-A23,P09-WP062,81900.00,2027-02-11,2027-03-03,2027-02-11,2027-03-09,FINAL_GATE,EARLY,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Service line preconstruction progressing; no invented early field installations.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0248,P10,P10-A1,P10-WP011,66600.00,2026-04-01,2026-04-21,2026-04-01,2026-04-21,WORKDAY_SPREAD,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0249,P10,P10-A4,P10-WP021,266400.00,2026-05-27,2026-06-23,2026-05-27,2026-06-23,WORKDAY_SPREAD,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0250,P10,P10-A3,P10-WP022,99900.00,2026-05-06,2026-05-26,2026-05-06,2026-05-26,WORKDAY_SPREAD,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0251,P10,P10-A5,P10-WP022,99900.00,2026-06-10,2026-06-30,2026-06-10,2026-06-30,WORKDAY_SPREAD,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0252,P10,P10-A6b,P10-WP022,99900.00,2026-06-10,2026-06-30,2026-06-10,2026-06-30,WORKDAY_SPREAD,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0253,P10,P10-A6,P10-WP022,99900.00,2026-06-24,2026-07-21,2026-06-24,2026-07-21,WORKDAY_SPREAD,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0254,P10,P10-A7,P10-WP031,60434.00,2026-07-08,2026-07-28,2026-07-08,2026-07-28,WORKDAY_SPREAD,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0255,P10,P10-A7b,P10-WP031,60433.00,2026-07-29,2026-08-11,2026-07-29,2026-08-11,WORKDAY_SPREAD,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
CL0256,P10,P10-A9,P10-WP031,60433.00,2026-08-26,2026-09-15,2026-08-26,2026-09-15,PROCUREMENT_20_30_30_20,FUTURE,2026-03-31,0,0.00,0.00,SYNTHETIC_SCENARIO_V1; Not yet started at March 31 cutoff.,SIMULATED_NOT_EXTERNAL_EVIDENCE
